# FaceTracer Dataset v1.0 - facelabels.txt - http://www.cs.columbia.edu/CAVE/databases/facetracer/
# Format: face_id	attribute	label
14816	race	asian
14817	race	asian
14818	race	asian
14819	race	asian
14820	race	asian
14821	race	asian
14822	race	asian
14823	race	asian
14825	race	asian
14826	race	asian
14827	race	asian
14829	race	asian
14831	race	asian
14832	race	asian
14833	race	asian
14834	race	asian
14837	race	asian
14840	race	asian
14841	race	asian
14	race	black
19	race	black
28	race	black
30	race	black
33	race	black
34	race	black
41	race	black
42	race	black
44	race	black
512	race	black
547	race	black
548	race	black
553	race	black
2286	race	black
2519	race	black
2586	race	black
2591	race	black
3944	race	black
3951	race	black
3993	race	black
3999	race	black
4000	race	black
4001	race	black
4019	race	black
4022	race	black
4024	race	black
5236	race	black
5498	race	black
5502	race	black
5504	race	black
5505	race	black
5984	race	black
6401	race	black
6403	race	black
6406	race	black
6408	race	black
6409	race	black
6420	race	black
6531	race	black
6762	race	black
6764	race	black
8967	race	black
8972	race	black
11477	race	black
11480	race	black
11485	race	black
11486	race	black
11490	race	black
11521	race	black
11522	race	black
11541	race	black
11583	race	black
11585	race	black
11603	race	black
11604	race	black
11605	race	black
11606	race	black
11607	race	black
11609	race	black
11611	race	black
11612	race	black
11613	race	black
11622	race	black
11623	race	black
11679	race	black
11682	race	black
11683	race	black
11685	race	black
11690	race	black
11692	race	black
11701	race	black
11704	race	black
11708	race	black
11781	race	black
11960	race	black
12047	race	black
12057	race	black
12068	race	black
12069	race	black
12070	race	black
12099	race	black
12127	race	black
12128	race	black
12140	race	black
12141	race	black
12142	race	black
12182	race	black
12265	race	black
12290	race	black
12292	race	black
12293	race	black
12295	race	black
12296	race	black
12297	race	black
12299	race	black
12300	race	black
12375	race	black
12434	race	black
12441	race	black
12458	race	black
12460	race	black
12461	race	black
12495	race	black
12543	race	black
12564	race	black
12612	race	black
12637	race	black
12666	race	black
12714	race	black
12737	race	black
12743	race	black
12794	race	black
12796	race	black
12857	race	black
12861	race	black
12902	race	black
12927	race	black
12965	race	black
12966	race	black
12972	race	black
13001	race	black
13093	race	black
13097	race	black
13189	race	black
13258	race	black
13333	race	black
13339	race	black
13355	race	black
13388	race	black
13578	race	black
13581	race	black
13585	race	black
13586	race	black
13587	race	black
13589	race	black
13590	race	black
13592	race	black
13599	race	black
13636	race	black
13659	race	black
13660	race	black
13666	race	black
13679	race	black
13689	race	black
13746	race	black
13798	race	black
13809	race	black
13822	race	black
13826	race	black
13827	race	black
13828	race	black
13849	race	black
13891	race	black
13941	race	black
13954	race	black
13957	race	black
13958	race	black
13993	race	black
14064	race	black
14065	race	black
14067	race	black
14068	race	black
14072	race	black
14077	race	black
14078	race	black
14082	race	black
14083	race	black
14090	race	black
14091	race	black
14131	race	black
14133	race	black
14259	race	black
14271	race	black
14275	race	black
14328	race	black
14331	race	black
14339	race	black
14340	race	black
14349	race	black
14367	race	black
14368	race	black
14369	race	black
14372	race	black
14373	race	black
14400	race	black
14433	race	black
14436	race	black
14437	race	black
14457	race	black
14460	race	black
14475	race	black
14476	race	black
14485	race	black
14492	race	black
14522	race	black
14523	race	black
14526	race	black
14528	race	black
14529	race	black
14544	race	black
2650	race	white
4047	race	white
5489	race	white
5926	race	white
5934	race	white
7382	race	white
8497	race	white
9280	race	white
9688	race	white
11560	race	white
11618	race	white
11619	race	white
11629	race	white
11720	race	white
11723	race	white
11724	race	white
11750	race	white
11769	race	white
11786	race	white
11797	race	white
11809	race	white
11820	race	white
11832	race	white
11857	race	white
11865	race	white
11873	race	white
11875	race	white
11892	race	white
11897	race	white
11962	race	white
11971	race	white
11979	race	white
11984	race	white
11992	race	white
11993	race	white
12040	race	white
12090	race	white
12100	race	white
12101	race	white
12146	race	white
12148	race	white
12164	race	white
12178	race	white
12179	race	white
12186	race	white
12195	race	white
12205	race	white
12209	race	white
12224	race	white
12251	race	white
12277	race	white
12306	race	white
12307	race	white
12308	race	white
12327	race	white
12331	race	white
12338	race	white
12350	race	white
12352	race	white
12372	race	white
12413	race	white
12416	race	white
12421	race	white
12446	race	white
12474	race	white
12494	race	white
12550	race	white
12574	race	white
12600	race	white
12616	race	white
12640	race	white
12641	race	white
12642	race	white
12643	race	white
12646	race	white
12648	race	white
12652	race	white
12674	race	white
12675	race	white
12678	race	white
12679	race	white
12681	race	white
12694	race	white
12695	race	white
12696	race	white
12697	race	white
12698	race	white
12699	race	white
12700	race	white
12701	race	white
12703	race	white
12705	race	white
12706	race	white
12707	race	white
12708	race	white
12709	race	white
12710	race	white
12711	race	white
12715	race	white
12718	race	white
12720	race	white
12724	race	white
12749	race	white
12751	race	white
12769	race	white
12785	race	white
12807	race	white
12814	race	white
12817	race	white
12823	race	white
12838	race	white
12916	race	white
12928	race	white
12978	race	white
13021	race	white
13027	race	white
13044	race	white
13052	race	white
13086	race	white
13096	race	white
13115	race	white
13117	race	white
13158	race	white
13164	race	white
13166	race	white
13167	race	white
13175	race	white
13193	race	white
13250	race	white
13251	race	white
13259	race	white
13263	race	white
13266	race	white
13293	race	white
13302	race	white
13303	race	white
13314	race	white
13315	race	white
13328	race	white
13349	race	white
13351	race	white
13359	race	white
13361	race	white
13368	race	white
13391	race	white
13396	race	white
13401	race	white
13411	race	white
13414	race	white
13432	race	white
13434	race	white
13442	race	white
13461	race	white
13471	race	white
13475	race	white
13500	race	white
13511	race	white
13526	race	white
13554	race	white
13583	race	white
13601	race	white
13602	race	white
13609	race	white
13616	race	white
13623	race	white
13624	race	white
13686	race	white
13690	race	white
13707	race	white
13708	race	white
13709	race	white
13742	race	white
13749	race	white
13768	race	white
13772	race	white
13775	race	white
13777	race	white
13785	race	white
13796	race	white
13816	race	white
13835	race	white
13837	race	white
13842	race	white
13850	race	white
13860	race	white
13864	race	white
13869	race	white
13883	race	white
13907	race	white
13912	race	white
13920	race	white
13924	race	white
13946	race	white
13956	race	white
13960	race	white
13961	race	white
13962	race	white
13967	race	white
13968	race	white
13969	race	white
511	smiling	false
547	smiling	false
4022	smiling	false
4988	smiling	false
5204	smiling	false
5505	smiling	false
5931	smiling	false
5984	smiling	false
6362	smiling	false
6455	smiling	false
6555	smiling	false
9877	smiling	false
11082	smiling	false
11089	smiling	false
11455	smiling	false
11469	smiling	false
11514	smiling	false
11523	smiling	false
11533	smiling	false
11540	smiling	false
11557	smiling	false
11559	smiling	false
11562	smiling	false
11570	smiling	false
11578	smiling	false
11588	smiling	false
11590	smiling	false
11600	smiling	false
11639	smiling	false
11645	smiling	false
11661	smiling	false
11671	smiling	false
11714	smiling	false
11715	smiling	false
11719	smiling	false
11725	smiling	false
11740	smiling	false
11756	smiling	false
11762	smiling	false
11766	smiling	false
11768	smiling	false
11793	smiling	false
11800	smiling	false
11803	smiling	false
11825	smiling	false
11827	smiling	false
11836	smiling	false
11847	smiling	false
11860	smiling	false
11882	smiling	false
11903	smiling	false
11904	smiling	false
11931	smiling	false
11955	smiling	false
11971	smiling	false
12012	smiling	false
12050	smiling	false
12051	smiling	false
12072	smiling	false
12092	smiling	false
12119	smiling	false
12128	smiling	false
12130	smiling	false
12132	smiling	false
12199	smiling	false
12203	smiling	false
12220	smiling	false
12228	smiling	false
12254	smiling	false
12272	smiling	false
12312	smiling	false
12374	smiling	false
12398	smiling	false
12410	smiling	false
12411	smiling	false
12412	smiling	false
12419	smiling	false
12443	smiling	false
12460	smiling	false
12477	smiling	false
12478	smiling	false
12544	smiling	false
12547	smiling	false
12563	smiling	false
12568	smiling	false
12581	smiling	false
12585	smiling	false
12592	smiling	false
12614	smiling	false
12662	smiling	false
12665	smiling	false
12683	smiling	false
12692	smiling	false
12767	smiling	false
12816	smiling	false
12832	smiling	false
12849	smiling	false
12859	smiling	false
12864	smiling	false
12930	smiling	false
12935	smiling	false
12957	smiling	false
12975	smiling	false
12985	smiling	false
13031	smiling	false
13035	smiling	false
13055	smiling	false
13056	smiling	false
13064	smiling	false
13090	smiling	false
13091	smiling	false
13092	smiling	false
13094	smiling	false
13099	smiling	false
13107	smiling	false
13110	smiling	false
13112	smiling	false
13127	smiling	false
13151	smiling	false
13154	smiling	false
13161	smiling	false
13171	smiling	false
13187	smiling	false
13190	smiling	false
13224	smiling	false
13231	smiling	false
13241	smiling	false
13247	smiling	false
13249	smiling	false
13255	smiling	false
13260	smiling	false
13277	smiling	false
13362	smiling	false
13370	smiling	false
13376	smiling	false
13399	smiling	false
13400	smiling	false
13404	smiling	false
13405	smiling	false
13406	smiling	false
13408	smiling	false
13422	smiling	false
13424	smiling	false
13426	smiling	false
13427	smiling	false
13428	smiling	false
13430	smiling	false
13437	smiling	false
13443	smiling	false
13444	smiling	false
13445	smiling	false
13447	smiling	false
13462	smiling	false
13465	smiling	false
13468	smiling	false
13470	smiling	false
13474	smiling	false
13484	smiling	false
13485	smiling	false
13488	smiling	false
13496	smiling	false
13503	smiling	false
13530	smiling	false
13534	smiling	false
13535	smiling	false
13538	smiling	false
13570	smiling	false
13577	smiling	false
13591	smiling	false
13596	smiling	false
13607	smiling	false
13615	smiling	false
13625	smiling	false
13627	smiling	false
13628	smiling	false
13634	smiling	false
13651	smiling	false
13671	smiling	false
13674	smiling	false
13678	smiling	false
13681	smiling	false
13692	smiling	false
13697	smiling	false
13700	smiling	false
13714	smiling	false
13715	smiling	false
13722	smiling	false
13724	smiling	false
13727	smiling	false
13747	smiling	false
13759	smiling	false
13761	smiling	false
13762	smiling	false
13769	smiling	false
13778	smiling	false
13787	smiling	false
13789	smiling	false
13808	smiling	false
13815	smiling	false
13829	smiling	false
477	smiling	true
505	smiling	true
584	smiling	true
589	smiling	true
590	smiling	true
2554	smiling	true
2555	smiling	true
2559	smiling	true
2560	smiling	true
2581	smiling	true
2635	smiling	true
3931	smiling	true
3962	smiling	true
3984	smiling	true
4007	smiling	true
4008	smiling	true
4009	smiling	true
4042	smiling	true
4507	smiling	true
5959	smiling	true
6496	smiling	true
6502	smiling	true
6723	smiling	true
6762	smiling	true
8245	smiling	true
8440	smiling	true
8450	smiling	true
8484	smiling	true
8497	smiling	true
8854	smiling	true
8964	smiling	true
8987	smiling	true
9018	smiling	true
9019	smiling	true
9278	smiling	true
9469	smiling	true
11115	smiling	true
11441	smiling	true
11456	smiling	true
11464	smiling	true
11478	smiling	true
11503	smiling	true
11511	smiling	true
11572	smiling	true
11624	smiling	true
11625	smiling	true
11721	smiling	true
11723	smiling	true
11738	smiling	true
11741	smiling	true
11778	smiling	true
11785	smiling	true
11790	smiling	true
11794	smiling	true
11813	smiling	true
11854	smiling	true
11872	smiling	true
11877	smiling	true
11885	smiling	true
11918	smiling	true
11928	smiling	true
11932	smiling	true
11937	smiling	true
11948	smiling	true
11954	smiling	true
11967	smiling	true
11972	smiling	true
11976	smiling	true
11985	smiling	true
11991	smiling	true
12002	smiling	true
12083	smiling	true
12101	smiling	true
12105	smiling	true
12143	smiling	true
12161	smiling	true
12169	smiling	true
12175	smiling	true
12191	smiling	true
12224	smiling	true
12262	smiling	true
12263	smiling	true
12269	smiling	true
12274	smiling	true
12282	smiling	true
12284	smiling	true
12285	smiling	true
12297	smiling	true
12304	smiling	true
12315	smiling	true
12322	smiling	true
12325	smiling	true
12326	smiling	true
12353	smiling	true
12362	smiling	true
12366	smiling	true
12369	smiling	true
12379	smiling	true
12380	smiling	true
12382	smiling	true
12385	smiling	true
12387	smiling	true
12393	smiling	true
12444	smiling	true
12447	smiling	true
12467	smiling	true
12572	smiling	true
12599	smiling	true
12620	smiling	true
12632	smiling	true
12633	smiling	true
12635	smiling	true
12638	smiling	true
12645	smiling	true
12649	smiling	true
12651	smiling	true
12660	smiling	true
12691	smiling	true
12761	smiling	true
12763	smiling	true
12775	smiling	true
12780	smiling	true
12798	smiling	true
12813	smiling	true
12815	smiling	true
12817	smiling	true
12837	smiling	true
12843	smiling	true
12853	smiling	true
12878	smiling	true
12880	smiling	true
12897	smiling	true
12901	smiling	true
12905	smiling	true
12932	smiling	true
12953	smiling	true
12967	smiling	true
12970	smiling	true
12977	smiling	true
13003	smiling	true
13037	smiling	true
13045	smiling	true
13046	smiling	true
13073	smiling	true
13100	smiling	true
13122	smiling	true
13131	smiling	true
13133	smiling	true
13137	smiling	true
13138	smiling	true
13157	smiling	true
13173	smiling	true
13195	smiling	true
13201	smiling	true
13203	smiling	true
13213	smiling	true
13215	smiling	true
13220	smiling	true
13232	smiling	true
13264	smiling	true
13271	smiling	true
13273	smiling	true
13284	smiling	true
13297	smiling	true
13308	smiling	true
13310	smiling	true
13332	smiling	true
13335	smiling	true
13347	smiling	true
13358	smiling	true
13360	smiling	true
13365	smiling	true
13379	smiling	true
13380	smiling	true
13410	smiling	true
13413	smiling	true
13417	smiling	true
13419	smiling	true
13436	smiling	true
13459	smiling	true
13472	smiling	true
13478	smiling	true
13495	smiling	true
13514	smiling	true
13524	smiling	true
13529	smiling	true
13537	smiling	true
13547	smiling	true
13548	smiling	true
13556	smiling	true
13566	smiling	true
13567	smiling	true
13582	smiling	true
13611	smiling	true
13633	smiling	true
13646	smiling	true
13647	smiling	true
13655	smiling	true
13656	smiling	true
13658	smiling	true
